"A1","A2","dim"
2.6085329937712e-08,0.000141777883774085,2
5.42348156022582e-09,0.000539142083684026,2
1.57385673183726e-07,0.175414150345924,2
6.4030048045233e-09,0.166720729727849,2
5.69722660372165e-05,0.0125888913526733,2
1.2187371080247e-06,0.00111791792848129,2
4.44666021945679e-10,0.038290094440476,2
2.11659777361082e-08,0.00353718892553113,2
6.38491882347485e-08,0.0658461663620356,2
2.20524767696417e-08,0.0195940337971439,2
3.43783885863248e-05,0.00169286918820967,2
1.52565561711049e-05,0.135194715415645,2
1.6902906060128e-05,0.0169614481723625,2
6.33424724483812e-08,0.0115234794006846,2
4.20842212629516e-09,0.00462282485408875,2
1.12547733041762e-08,0.0437923829431358,2
5.68052607301582e-09,0.0146258344541287,2
2.62763804762105e-07,0.0438271885197192,2
1.14971228145418e-08,0.0216674638892598,2
1.17391672060108e-08,0.000265491521844453,2
8.17120806150762e-09,0.0100728723660531,2
2.09498420728287e-08,0.00480136345417445,2
2.58237878153125e-09,0.042917660397086,2
2.95377846579698e-06,0.11925081025268,2
3.64925554982281e-06,0.221415714998492,2
2.19543404039342e-09,0.0381877817359947,2
3.59619137716489e-10,0.521610262774027,2
3.03146249820763e-09,0.364572485904048,2
2.65743035766847e-08,0.00811892857341574,2
1.2036030931477e-07,0.014805838674071,2
