"A1","A2","dim"
1761.98656475436,92864.7922581502,15
1313.84735660414,234220.449790479,15
1345.93117837881,250481.026665686,15
3174.33201497011,180154.590772881,15
6277.07567296716,206614.968407776,15
932.446575199734,196017.547521716,15
2973.80656977924,198527.451929956,15
3810.27109756806,211250.209756136,15
3467.84132311309,199095.914745697,15
4385.10903636747,186746.006552895,15
5104.10546947485,163803.171680586,15
2538.10733361593,155668.274151027,15
2110.78286593124,249423.183058433,15
5079.36152733751,62351.8111471413,15
2988.13242959396,183418.903407397,15
1292.68334172236,178263.702886267,15
4654.67991025933,190575.463386159,15
1151.80051994204,202767.343053635,15
2076.69968545917,217556.672772139,15
2815.33162214932,146052.702284225,15
2657.93425367232,175673.831559328,15
1397.83067880027,189488.412609137,15
1663.75858755634,220952.671732739,15
1104.93690968376,247360.356579404,15
936.187906727714,147917.764449908,15
2765.42812782028,199493.1264676,15
587.810091681994,184709.696794011,15
7656.45394205789,234513.267542161,15
5091.70430318041,161042.314651621,15
645.829676679025,165376.79444642,15
